cidade,sigla_uf,segmento,nome_comercial,telefone,email,capital_social,endereco_completo
Itamarandiba,MG,FARMA - Farmácia,NOVAFARMA DROGARIA,38 35212488,actual.gestao@gmail.com,450000,"RUA CORONEL GENTIL FERNANDES, 48 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGARIA E PERFUMARIA FLORESTAL LIMITADA,38 35212488,actual.gestao@gmail.com,300000,"PRACA DOS AGRICULTORES, 152 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,MERCADO - Perecíveis,HIPERMERCADO MACOL,38 35211355,hipermacol@yahoo.com,130000,"RUA TIRADENTES, 60 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,PET - Petshop,CASA DO PRODUTOR E CONSTRUTOR,38 35211497,valdirenemourao@hotmail.com,104500,"AVENIDA JEQUITINHONHA, 18 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,PET - Petshop,AGROPECUARIA UNIAO,38 35211590,contabilidademarianamoreira@gmail.com,100000,"RUA DIAMANTINA, 1927 - PRIMEIRO DE MAIO, Itamarandiba - MG"
Itamarandiba,MG,MERCADO - Perecíveis,EDILA MARIA MARTINS SANTOS UNIPESSOAL LTDA,38 99205508,joaopms223@gmail.com,100000,"PRACA DONA OTILIA, 44 - FAZENDINHA, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGARIA ITAMARANDIBA LTDA,38 35213000,drogaita@gmail.com,100000,"RUA PADRE JOAO AFONSO, 122 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,MERCADO - Perecíveis,DISTRIBUIDORA DE ALIMENTOS GRR ALVES LTDA,38 35212399,cadastrofiscal@escritaonline.cnt.br,100000,"RUA PROGRESSO, 22A - PRIMEIRO DE MAIO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGACENTER,38 35211419,drogacenterjc@hotmail.com,100000,"PRACA DOS AGRICULTORES, 200-A - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,ITA VIDA FARMA,38 35211497,valdirenemourao@hotmail.com,100000,"RUA ESPIRITO SANTO, 202 - SAO GERALDO, Itamarandiba - MG"
Itamarandiba,MG,PET - Petshop,ITA RURAL AGROPECUARIA E PET SHOP,38 35211355,hiannebarroso@yahoo.com.br,100000,"RUA CORONEL GENTIL FERNANDES, 36 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGARIA E PERFUMARIA INOVAR,33 88710245,sidneysantos57@yahoo.com.br,80000,"RUA ITAMARANDIBA 1 BB, 45 - PADRE JOAO AFONSO, Itamarandiba - MG"
Itamarandiba,MG,PET - Petshop,SHOPPING DO PRODUTOR,38 35213315,contabilidadebarroso@yahoo.com.br,70000,"AVENIDA JEQUITINHONHA, 18 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,FARMACIA NOSSA SENHORA APARECIDA,38 35212837,ailtonguim@hotmail.com,60000,"RUA DIAMANTINA, 765 - PRIMEIRO DE MAIO, Itamarandiba - MG"
Itamarandiba,MG,PET - Petshop,AGRODIM - AGROPECUARIA E PET SHOPPING,38 35211497,valdirenemourao@hotmail.com,50000,"RUA PRIMAVERA, 51 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGARIA E PERFUMARIA GANDRA LTDA,38 35211400,marquim@crcmg.org.br,50000,"PRACA AGRICULTORES, 07 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGARIA DROGAVALLE,38 35211497,valdirenemourao@hotmail.com,50000,"RUA SAO JOAO EVANGELISTA, 554 - PRIMEIRO DE MAIO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,FARMA MAIS,33 99032470,farma.mais@yahoo.com,50000,"RUA DIAMANTINA, 32 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGARIA DROGAVALLE,38 35211497,valdirenemourao@hotmail.com,50000,"RUA SAO JOAO EVANGELISTA, 554 - PRIMEIRO DE MAIO, Itamarandiba - MG"
Itamarandiba,MG,PET - Petshop,CASA DE RACAO MOREIRA E TRANSPORTES LTDA,38 98755919,robertocarlosmoreira02@gmail.com,50000,"FAZENDA SALGADINHO, SN - ZONA RURAL, Itamarandiba - MG"
Itamarandiba,MG,MERCADO - Perecíveis,COMERCIAL ECONOMIZE,38 35215038,pollianegasquel@globo.com,50000,"RUA DIAMANTINA, 22 - POVOADO PADRE JOAO AFONSO, Itamarandiba - MG"
Itamarandiba,MG,MERCADO - Perecíveis,CASA LEAL, ,,50000,"RUA CAPITAO PAULO, 213 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGARIA FACIL,38 35211355,hiannebarroso@yahoo.com.br,40000,"RUA FAZENDINHA, 117 - FAZENDINHA, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGA TREVO,38 35211400,contabilidadesaogeraldo@hotmail.com,40000,"RUA DIAMANTINA, 840 - SAO GERALDO, Itamarandiba - MG"
Itamarandiba,MG,AGRO - Revenda,AGROPECUARIA ROCHA OLIVEIRA LTDA,38 97271841,contabilidadesaogeraldo@hotmail.com,30000,"PRACA MANOEL VIEIRA ROCHA, 51 - CONTRATO, Itamarandiba - MG"
Itamarandiba,MG,AGRO - Revenda,AGROPECUARIA CONTRATO,38 99035048,contabilidadesaogeraldo@hotmail.com,30000,"RUA ARICANDUVA, 118 - CONTRATO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,FARMACIA PRECO BAIXO,27 30793592,contabilidadesaogeraldo@hotmail.com,30000,"AVENIDA LEVI MOREIRA, 6A - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGARIA E PERFUMARIA SAO JUDAS, ,,30000," RU A CORONEL GENTIL FERNANDES, 64 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,PET - Petshop,DOG E CAT,38 88128857,dogecat.itamarandiba1@gmail.com,30000,"RUA SAO VICENTE, 06 - SAO GERALDO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,FARMACIA NOSSA SENHORA APARECIDA,38 35212837,contabilidadesaogeraldo@hotmail.com,30000,"RUA ESPIRITO SANTO, 305 - SAO GERALDO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,DROGARIA BOA VISTA,38 35211355,hiannebarroso@yahoo.com.br,30000,"RUA DIAMANTINA, 312 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,FARMA - Farmácia,FARMACIA PRECO BAIXO,38 35213162,contabilidadesaogeraldo@hotmail.com,30000,"RUA TIRADENTES, 96 - CENTRO, Itamarandiba - MG"
Itamarandiba,MG,PET - Petshop,"MUNDO DOS PETS BANHO,TOSA E HOSPEDAGEM",38 91126119,goncalvesflavio927@gmail.com,30000,"RUA SAO VICENTE, 06 - SAO GERALDO, Itamarandiba - MG"
Itaobim,MG,MERCADO - Perecíveis,REDE ORNELAS,33 37531364,siare@escritaonline.cnt.br,261000,"AVENIDA RIO BAHIA, 1140 - CENTRO, Itaobim - MG"
Itaobim,MG,FARMA - Farmácia,MEDPHARMA,33 99967779,medpharma.drograria01@gmail.com,150000,"AVENIDA VEREADOR ALTAIR FARIAS GOMES, 229A - SAO JORGE, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,SUPERMERCADO AVENIDA,33 99643070,contabilidadeaguilar@hotmail.com,100000,"AVENIDA SAO ROQUE, 796 - SANTO ANTONIO, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,SUPERMERCADO DUDU,33 37344065,contagui@uai.com.br,80000,"RUA AFONSO MARTINS, 369 - SAO JOAO GRANDE, Itaobim - MG"
Itaobim,MG,FARMA - Farmácia,ULTRA MAIS,33 99558038,warla365@gmail.com,80000,"RUA PADRE PARAISO, 516 - SANTO ANTONIO, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,MERCEARIA GUADALUPE,33 37341565,gildeteps@hotmail.com,70000,"RUA PROFESSORA DEYS LOPES JARDIM, 403 - GUADALUPE, Itaobim - MG"
Itaobim,MG,AGRO - Revenda,CASA VETERINARIA TORRES, ,,70000,"RUA BELO HORIZONTE, 48 - CENTRO, Itaobim - MG"
Itaobim,MG,PET - Petshop,57.767.970 DAMIAO COSME FERREIRA DA SILVA,33 98191224,lojaamigodocampo@gmail.com,63000,"RUA TANCREDO NEVES, 38 - COMUNIDADE SAO JOAO, Itaobim - MG"
Itaobim,MG,FARMA - Farmácia,DROGARIA SALOMAO DRUGSTORE,33 85275447,mastercontabilto@gmail.com,60000,"RUA BELO HORIZONTE, 295 - CENTRO, Itaobim - MG"
Itaobim,MG,FARMA - Farmácia,USA FARMA,33 37342540,rhwtcontabilidade@gmail.com,60000,"RUA BELO HORIZONTE, 242 - CENTRO, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,AMORIM SUPERMERCADOS,33 37341212,brazilamorimloja513@hotmail.com,60000,"RUA BELO HORIZONTE, 513 - CENTRO, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,AMORIM SUPERMERCADOS,33 37341335,brazilamorimloja10@hotmail.com,60000,"RUA BELO HORIZONTE, 10 - CENTRO, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,ARMAZEM E MERCEARIA DO TIO RO,33 99286628,rogeriogil157@gmail.com,60000,"RUA SERGIPE, 474 - CENTRO, Itaobim - MG"
Itaobim,MG,FARMA - Farmácia,DROGARIA SAO JORGE, ,,60000,"AVENIDA RIO BAHIA, 719 - SAO JORGE, Itaobim - MG"
Itaobim,MG,AGRO - Revenda,AGROMATOS,33 99514446,rclestolanoagricola@gmail.com,60000,"AVENIDA RIO BAHIA, 681 - SAO JORGE, Itaobim - MG"
Itaobim,MG,FARMA - Farmácia,GAMA2,33 91372728,renatomilla@hotmail.com,50000,"RUA AMAZONAS, 59 - CENTRO, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,POUSADA E RESTAURANTE UNIAO,33 99776644,renaefilhos2017@gmail.com,50000,"AVENIDA RIO BAHIA, 271 - SAO JORGE, Itaobim - MG"
Itaobim,MG,FARMA - Farmácia,SAUDE FARMA ITAOBIM,33 37341626,ccity@uai.com.br,50000,"AVENIDA WALTER OLIVEIRA,, 890 - ALVORADA, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,SACOLAO CHEIA,33 98695608,sacolacheiarb@gmail.com,50000,"RUA PARAIBA, 1330 - GUADALUPE, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,MERCEARIA AVENIDA,33 99826215,gildeteps@hotmail.com,50000,"AVENIDA SAO ROQUE, 795 - SAO JORGE, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,SUPERMERCADO OPCAO,33 37341108,jga.contabil@ibest.com.br,50000,"RUA BELO HORIZONTE, 538 - CENTRO, Itaobim - MG"
Itaobim,MG,MERCADO - Perecíveis,SUPERMERCADO OLIVEIRA, ,,41240,"RUA BELO HORIZONTE, 513 - CENTRO, Itaobim - MG"
Itaobim,MG,FARMA - Farmácia,DROGARIA SIMOES,33 99026493,dsitaobim01@gmail.com,40000,"RUA BELO HORIZONTE, 222 - CENTRO, Itaobim - MG"
Itaobim,MG,PET - Petshop,34.026.895 LUIS ANTONIO PEREIRA CORREA OLIVEIRA,33 97336933,luispereiracorrea@gmail.com,35000,"RUA DESY LOPES JARDIM, 484 - GUADALUPE, Itaobim - MG"
Itaobim,MG,FARMA - Farmácia,DROGARIA BRASIL,33 37341626,ccity@hotmail.com.br,30000,"RUA BELO HORIZONTE, 391 - CENTRO, Itaobim - MG"
Itaobim,MG,PET - Petshop,BICHOS & CAPRICHOS,33 99739114,contabil@assessoriashalon.com,30000,"RUA BELO HORIZONTE, 209 - CENTRO, Itaobim - MG"
Itaobim,MG,AGRO - Revenda,AGROPECUARIA RP,33 99265665,zacavet@yahoo.com.br,30000,"AVENIDA RIO BAHIA, 772 - CENTRO, Itaobim - MG"
Itinga,MG,FARMA - Farmácia,DROGARIA PLANALTO,33 99636640,dnacont@outlook.com,110000,"RUA JEQUITINHONHA, 16 - PLANALTO, Itinga - MG"
Itinga,MG,PET - Petshop,AGROVALE AGROPECUARIA,33 98398179,danilo.marques.av@gmail.com,100000,"AVENIDA MARECHAL RONDON, 431 - CENTRO, Itinga - MG"
Itinga,MG,MERCADO - Perecíveis,SUPERMERCADO ANTUNES,33 85869857,anaclara-cm2s@hotmail.com,100000,"AVENIDA EXPEDICIONARIO DAVID TURIBIO, 200 - CENTRO, Itinga - MG"
Itinga,MG,FARMA - Farmácia,DROGARIA NOVA ESPERANCA,33 37331778,celso.itinga@hotmail.com,50000,"PRACA HERMELINO GUSMAO, 38 - CENTRO, Itinga - MG"
Itinga,MG,FARMA - Farmácia,DROGARIA BOM PRECO,33 91694618,dental_minas@hotmail.com,50000,"PRACA PREFEITO PERCILIO GUSMAO, 20 - CENTRO, Itinga - MG"
Itinga,MG,FARMA - Farmácia,DROGARIA CENTRAL,33 88222950,contabilidadeaguilar@hotmail.com,50000,"AVENIDA SANTA CRUZ, 173 - CENTRO, Itinga - MG"
Itinga,MG,FARMA - Farmácia,DROGARIA BOM PRECO,33 99914625,igormamoraes@gmail.com,50000,"PRACA PREFEITO PERCILIO GUSMAO, 20 - CENTRO, Itinga - MG"
Itinga,MG,FARMA - Farmácia,DROGAFARMA VIEIRA IV,33 37331225,contagui@uai.com.br,50000,"AVENIDA PROFESSORA MARIA ANTONIA GONCALVES REIS, 01 - CENTRO, Itinga - MG"
Itinga,MG,FARMA - Farmácia,DROGARIA SAO DOMINGOS,33 37331772,contabilidadeaguilar@hotmail.com,50000,"AVENIDA SANTA CRUZ, 116 - CENTRO, Itinga - MG"
Itinga,MG,FARMA - Farmácia,FARMACIA,33 30863888,flavio.contador@hotmail.com,40000,"RUA DA IGREJA, 142 - PORTO ALEGRE, Itinga - MG"
Itinga,MG,AGRO - Revenda,MERCADO RURAL, ,,30000,"RUA RUI BARBOSA, 18 - CENTRO, Itinga - MG"
Itinga,MG,AGRO - Revenda,MERCADO AGROCAMPO BIDINHA,33 37331202,marcelos_vieira@hotmail.com,30000,"PRAÇA HERMELINO GUSMAO, 38 - CENTRO, Itinga - MG"
Jacinto,MG,MERCADO - Perecíveis,FARIA SUPERMERCADO,31 38223060,contato@amplasolucoescontabeis.com.br,300000,"RUA EZAU BONFIM, 1.127 - CENTRO, Jacinto - MG"
Jacinto,MG,MERCADO - Perecíveis,ATACADAO SACOLA CHEIA LTDA,33 37211060,siare@escritaonline.cnt.br,270000,"RUA DOUTOR ERICO LEMES LEITE, 335 - CENTRO, Jacinto - MG"
Jacinto,MG,FARMA - Farmácia,FARMAVIDA,33 37231249,carvalhomarcone@hotmail.com,100000,"RUA PREFEITO ANTONIO QUARESMA, 940 - CENTRO, Jacinto - MG"
Jacinto,MG,FARMA - Farmácia,DROGARIA + SAUDE,33 88458382,drogariaperfumariamaissaude@gmail.com,50000,"AVENIDA ANTONIO FERREIRA LUCIO, 480 - CENTRO, Jacinto - MG"
Jacinto,MG,FARMA - Farmácia,POSTO DE MEDICAMENTOS TEXEIRA,33 87620164,protecmg@yahoo.com.br,50000,"RUA NOSSA SENHORA APARECIDA, 131 - AVAI, Jacinto - MG"
Jacinto,MG,FARMA - Farmácia,FARMACIA POPULAR,33 88067997,lidioalves2011@hotmail.com,50000,"RUA PREFEITO ANTONIO QUARESMA, 348 - CENTRO, Jacinto - MG"
Jacinto,MG,FARMA - Farmácia,DROGARIA PAGUE MENOS LTDA,38 88416708,wedsoncontador@gmail.com,48000,"AVENIDA PREFEITO ANTONIO QUARESMA, 780 - CENTRO, Jacinto - MG"
Jacinto,MG,MERCADO - Perecíveis,SUPERMERCADO JACINTO LTDA,33 98832930,supermercadojacintoltda@gmail.com,30000,"AVENIDA DEFENSOR PUBLICO FABIO NONATO RUAS, 273 - CENTRO, Jacinto - MG"
Jenipapo de Minas,MG,FARMA - Farmácia,DROGARIA JENIPAPO LTDA,33 98508054,drogamaissaude2021@yahoo.com,150000,"RUA POUSO ALEGRE, 249 - LAGOINHA, Jenipapo de Minas - MG"
Jenipapo de Minas,MG,FARMA - Farmácia,DROGARIA MINAS DO VALE LTDA,33 37389113,roxocont@uai.com,100000,"RUA DIREITA, 511 - CENTRO, Jenipapo de Minas - MG"
Jequitinhonha,MG,FARMA - Farmácia,DISTRIBUIDORA CENTER NUNES LTDA,33 99085702,centernunes.rc@gmail.com,500000,"PRACA PRIMAVERA, 10 - NOVA ESPERANCA, Jequitinhonha - MG"
Jequitinhonha,MG,MERCADO - Perecíveis,SUPERMERCADO CINCO ESTRELAS,33 37412111,siare@escritaonline.cnt.br,200000,"AVENIDA DOUTOR FRANCO DUARTE, 286 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,DROGARIA SAO FRANCISCO,33 95959561,contato@gsaminas.com.br,132000,"AVENIDA BRASIL, 259 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,DROGARIA PRECO POPULAR,33 99722582,lmendesmiranda@gmail.com,110195,"AVENIDA DR FRANCO DUARTE, 567 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,DROGARIA CONFIANCA,33 37412152,drogariaconfianca@hotmail.com,100000,"RUA PROFESSOR MANOEL DO NORTE, 191 - ALVORADA, Jequitinhonha - MG"
Jequitinhonha,MG,MERCADO - Perecíveis,SUPER CICERO,33 37411649,super-cicero@bol.com.br,100000,"RUA MOACYR FIGUEIREDO DE SOUZA, 171 - ALVORADA, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,FARMA BRASIL,33 37412086,farmabrasil.jequi@hotmail.com,100000,"RUA HENRIQUE HETMANN, 15 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,AGRO - Revenda,BETO AGROPECUARIA,33 99044734,barranovabeto@gmail.com,60000,"PRACA CEL FRANCO, 34 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,DROGARIA FARMINAS,33 37411250,contato@gsaminas.com.br,50000,"RUA PREFEITO ISIDORO MURTA, 21 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,MERCADO - Perecíveis,MERCEARIA PEDROSO,33 99397865,israelpedroso41@gmail.com,50000,"12A RUA PROFESSOR MANOEL DO NORTE, 215 - MONTES CLAROS, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,DROGARIA AVENIDA LTDA,33 37411870,josejequi.lino@yahoo.com.br,50000,"AVENIDA DR FRANCO DUARTE, 597 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,DISMED,33 98053175,calmeidacontadora@yahoo.com,50000,"AVENIDA FRANCO DUARTE, 174 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,DROGARIA ITA FARMA,33 37411026,patecocontabilidade@hotmail.com,40000,"RUA RAMON PINTO LOBO, 374 - ALVORADA, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,DROGARIA SANTOS BORBOREMA,33 37314462,esteco@uol.com.br,35000,"RUA HENRIQUE HEITMAN, 23 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,PET - Petshop,RACOES PETS LTDA,31 99876541,luciano@gsaminas.com.br,30000,"AVENIDA BRASIL, 505 - CENTRO, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,POSTO DE MEDICAMENTOS VITORIA,33 99402750,p.medicamentosvitoria@bol.com.br,30000,"RUA JOAO ALVES CARDOSO, 40 - GUARANILANDIA, Jequitinhonha - MG"
Jequitinhonha,MG,FARMA - Farmácia,DROGARIAS BARRETO,33 37412386,financeiro.ridjequitinhonha@hotmail.com,30000,"RUA HENRIQUE HEITMAN, 34 - CENTRO, Jequitinhonha - MG"
Joaíma,MG,MERCADO - Perecíveis,XERETA SUPERMERCADO,33 37216034,fiscalxereta@hotmail.com,800000,"PRACA ARGILEU CUNHA, 60 - CENTRO, Joaíma - MG"
Joaíma,MG,MERCADO - Perecíveis,SP PLUS,33 88910391,atambgu@gmail.com,100000,"AVENIDA JEQUITINHONHA, 39 - CENTRO, Joaíma - MG"
Joaíma,MG,AGRO - Revenda,COREIA COMERCIO REPRODUCAO E INSEMINACAO ARTIFICIAL LTDA,33 7451339,,80000,"RUA BRASILIA, 150 - CENTRO, Joaíma - MG"
Joaíma,MG,FARMA - Farmácia,DROGARIA BORBOREMA,33 99752097,to.borborema@hotmail.com,50000,"RUA TEOPOMPO DE ALMEIDA, 488 - CENTRO, Joaíma - MG"
Joaíma,MG,FARMA - Farmácia,DROGARIA SAO FRANCISCO,33 37451304,drogariasaofranciscojoa@hotmail.com,50000,"RUA ANTONIO GOMES MOREIRA, 410 - CENTRO, Joaíma - MG"
Joaíma,MG,FARMA - Farmácia,DROGARIA EBENEZER,33 99844855,calmeidacontadora@yahoo.com,50000,"PRACA ARGILEU ALVES CUNHA, 114 A - CENTRO, Joaíma - MG"
Joaíma,MG,FARMA - Farmácia,DROGARIA NOVA ERA,33 37211777,assteccocontabilidade@bol.com.br,40000,"PRACA ARGILEU ALVES CUNHA, 114 - CENTRO, Joaíma - MG"
Joaíma,MG,FARMA - Farmácia,DROGARIA DO VALE,33 37431214,contabexata@ig.com.br,32000,"RUA BRASILIA, 688 - CENTRO, Joaíma - MG"
Joaíma,MG,AGRO - Revenda,ZOOMAX,33 37451372,cjoaima@hotmail.com,30000,"RUA BRASILIA, 666 - CENTRO, Joaíma - MG"
Joaíma,MG,FARMA - Farmácia,DROGARIA RAMOS,33 88251732,contabiljoaima@gmail.com,30000,"AVENIDA JEQUITINHONHA, 20 - CENTRO, Joaíma - MG"
Jordânia,MG,MERCADO - Perecíveis,SUPERMERCADO NOVA OPCAO,33 37261683,cadastrofiscal@escritaonline.cnt.br,350000,"RUA LERO GOMES, 367 - CENTRO, Jordânia - MG"
Jordânia,MG,FARMA - Farmácia,DROGARIAS BARRETO,33 37261381,financeiro.ridjordania@hotmail.com,130000,"RUA LERO GOMES, 270 - CENTRO, Jordânia - MG"
Jordânia,MG,MERCADO - Perecíveis,SUPERMERCADO SILVA,33 37261899,fiscal@futuraassessoriacontabil.com.br,100000,"RUA LERO GOMES, 267 - CENTRO, Jordânia - MG"
Jordânia,MG,MERCADO - Perecíveis,J.G. VEIRA SUPERMERCADOS,33 37211618,manfrine.almeida@yahoo.com.br,80000,"RUA JOAO PADEIRO, 36 - CENTRO, Jordânia - MG"
Jordânia,MG,AGRO - Revenda,REDE RUAS,33 88426459,licitacaorederuas@gmail.com,80000,"RUA LERO GOMES, 354 - NOVO ACORDO, Jordânia - MG"
Jordânia,MG,MERCADO - Perecíveis,SUPERMERCADO SOUSA,33 37261212,protecmg@yahoo.com.br,50000,"RUA LERO GOMES, 715 - GUANABARA, Jordânia - MG"
Jordânia,MG,FARMA - Farmácia,DROGARIA EDESIO,33 88808528,protecmg@yahoo.com.br,50000,"RUA ARCANJA ALVES COSTA, 720 - CENTRO, Jordânia - MG"
Jordânia,MG,AGRO - Revenda,AGROVETERINARIO TIGRE,33 88402227,marcioamf@hotmail.com,50000,"AVENIDA JOAO ANASTACIO FILHO, 636 - CENTRO, Jordânia - MG"
Jordânia,MG,FARMA - Farmácia,DROGARIA ELIANDRA,33 37261212,protecmg@yahoo.com.br,50000,"RUA LERO GOMES, 141 - CENTRO, Jordânia - MG"
Jordânia,MG,PET - Petshop,PETLOVERS,33 37261470,nathaliacunha2006@gmail.com,35000,"RUA BAHIA, 46 - MARACANA, Jordânia - MG"
Jordânia,MG,PET - Petshop,18.217.205 DELVANI FERREIRA SOUTO,33 37261470,ferreirasoutodelvani@gmail.com,35000,"RUA LERO GOMES, 384 - CENTRO, Jordânia - MG"
Jordânia,MG,MERCADO - Perecíveis,MINAS SUPERMERCADO,33 37261212,protecmg@yahoo.com.br,30000,"RUA LERO GOMES, 50 - CENTRO, Jordânia - MG"
Jordânia,MG,AGRO - Revenda,AGROSHOP,33 37261954,protecmg@yahoo.com.br,30000,"RUA LERO GOMES, 222 - CENTRO, Jordânia - MG"
José Gonçalves de Minas,MG,MERCADO - Perecíveis,ROXO SUPERMERCADOS,33 88209323,econtminas@gmail.com,200000,"RUA AFONSO CALDEIRA, 53 - CENTRO, José Gonçalves de Minas - MG"
José Gonçalves de Minas,MG,MERCADO - Perecíveis,DADA SUPERMERCADO,33 88147374,contfoccus@gmail.com,100000,"RUA MARIA JOSE LAGO MENDONCA, 125 - POVOADO DE IJICATU, José Gonçalves de Minas - MG"
José Gonçalves de Minas,MG,MERCADO - Perecíveis,LIU SUPERMERCADO,33 37378051,lumarcontabil@yahoo.com.br,60000,"RUA ANA SANTOS CARVALHO, 112 - CENTRO, José Gonçalves de Minas - MG"
José Gonçalves de Minas,MG,FARMA - Farmácia,DROGARIA SOUSA GOMES,33 88330827,drogariasg1@gmail.com,50000,"RUA PROFESSORA JUSCELINA COSTA, 92 - CENTRO, José Gonçalves de Minas - MG"
José Gonçalves de Minas,MG,FARMA - Farmácia,TIM FARMA,16 88671092,timfarma2022@gmail.com,50000,"RUA PROFESSORA JUSCELINA COSTA, 359 - CENTRO, José Gonçalves de Minas - MG"
José Gonçalves de Minas,MG,FARMA - Farmácia,PAULAPHARMA,33 37641197,triacontabilidade@yahoo.com.br,35000,"TRAVESSA ANA SANTOS, 02 - CENTRO, José Gonçalves de Minas - MG"
José Gonçalves de Minas,MG,AGRO - Revenda,CASA DO PRODUTOR SILVA,33 37361504,lumarcontabil@yahoo.com.br,30000,"RUA JUSCELINA COSTA, 261 - CENTRO, José Gonçalves de Minas - MG"
Leme do Prado,MG,MERCADO - Perecíveis,COMERCIAL IRMAOS CORDEIRO,33 37648030,diretoria@azteccontabil.com.br,700000,"AVENIDA FRANCISCO BADARO JUNIOR, 185 - CENTRO, Leme do Prado - MG"
Leme do Prado,MG,MERCADO - Perecíveis,SUPERMERCADO SORRISO,38 30825789,thiago@aguiaempresas.com.br,200000,"PRACA TEODOLINO FERREIRA, 32 - CENTRO, Leme do Prado - MG"
Leme do Prado,MG,AGRO - Revenda,ESPACO RURAL A SUA FARMACIA VETERINARIA,33 88303050,,80000,"RUA SAO VICENTE, 83 - CENTRO, Leme do Prado - MG"
Leme do Prado,MG,FARMA - Farmácia,DROGAGIL,33 88612215,tadziofernandes@yahoo.com.br,50000,"RUA SANTOS DUMONT, 20 - CENTRO, Leme do Prado - MG"
Leme do Prado,MG,FARMA - Farmácia,POSTO MEDICAMENTOS GOUVEIA LTDA,38 32226751,diretoria@azteccontabil.com.br,50000,"RUA BELA VISTA, 32 - POVOADO DE GOUVEIA, Leme do Prado - MG"
Leme do Prado,MG,FARMA - Farmácia,DROGA LEME,38 35211864,polliane@gasquelcontabilidade.com.br,30000,"AVENIDA FRANCISCO BADARO JUNIOR, 372 - CENTRO, Leme do Prado - MG"
Mata Verde,MG,MERCADO - Perecíveis,SUPERMERCADO BACANA DE MATA VERDE,33 98614556,spprmvmg@outlook.com,300000,"RUA OLIMPIO PEREIRA DE SOUZA, 365 - CENTRO, Mata Verde - MG"
Mata Verde,MG,MERCADO - Perecíveis,SUPERMERCADO BRILHO DO LAR,33 37221492,gersinofilho@bol.com.br,300000,"AVENIDA NOSSA SENHORA DE FATIMA, 200 - CENTRO, Mata Verde - MG"
Mata Verde,MG,MERCADO - Perecíveis,SUPERMERCADO REFERENCIA,33 37221492,gersinofilho@bol.com.br,300000,"AVENIDA MARINHO DE ASSIS LEBRAO, 130 - CENTRO, Mata Verde - MG"
